FacName,FacStreet,FacCity,FacState,FacZip,RegistryID,FacEPARegion,FacSICCodes,FacNAICSCodes,FacCurrSNCFlg,FacQtrsInNC,FacInspectionCount,FacPopDen,FacPercentMinority,FacFormalActionCount,geometry,complete,lon,lat
AZUSA LAND RECLAMATION,1201 W GLADSTONE ST,AZUSA,CA,91702,110001150227,09,4953,562212 562920,N,0,4,5980.06,82.111,0,POINT (-117.92861 34.11432),0,-117.92861,34.11432
B G E NORTHERN LANDFILL,1400 BALTIMORE BLVD,WESTMINSTER,MD,21157,110001298104,03,4939,562212 562219,N,0,3,587.42,9.556,0,POINT (-76.94363 39.54819),0,-76.94363,39.54819
B&B LANDFILL,6 MILES NORTH OF PARIS CITY LIMITS OFF CR 33900,PARIS,TX,75473,110033220752,06,,562212 562211,N,0,0,56.03,8.21,0,POINT (-95.5682 33.7781),0,-95.5682,33.7781
B&F LANDFILL,NORTH MAIN STREET,ACUSHNET,MA,02743,110044359280,01,,562212,N,0,0,1120.67,11.294,0,POINT (-70.899056 41.706207),0,-70.899056,41.706207
B&M CLEANERS (SOUTH PANOLA),4073 HIGHWAY 51 SOUTH,SENATOBIA,MS,38668,110010344742,04,7219,562212,N,0,0,323.06,37.796,0,POINT (-89.96856 34.61235),0,-89.96856,34.61235
BABCOCK & WILCOX EAF LANDFILL,MOUNT ST,KOPPEL,PA,16136,110008471563,03,,562212,N,0,7,407.87,3.833,0,POINT (-80.316829 40.831259),0,-80.316829,40.831259
BABYLON SOUTHERN  ASH DISPOSAL FACILITY,EDISON STREET & GLEAM STREET,WEST BABYLON,NY,11704,110007155416,02,4953,562212,N,0,0,4102.86,45.124,0,POINT (-73.38521 40.73116),0,-73.38521,40.73116
BACKRIDGE LANDFILL,HWY 61 & ROUTE B,LA GRANGE,MO,63448,110002079535,07,4953,562212,N,0,6,0.0,0.0,0,POINT (-91.528668 40.048167),0,-91.528668,40.048167
BACKRIDGE LANDFILL,"ROUTE B, PO BOX 430",LA GRANGE,MO,63448,110009871317,07,4953,562212,N,4,0,45.4,11.61,0,POINT (-91.520556 40.014222),0,-91.520556,40.014222
BAI ENVIRONMENTAL SERVICES,752 LOOMIS TRAIL RD,LYNDEN,WA,98264,110037448027,10,,562212,N,0,0,272.75,16.082,0,POINT (-122.51989 48.94996),0,-122.51989,48.94996
BAKERSFIELD METROPOLITAN (BENA) SANITARY LANDFILL,2951 NEUMARKEL ROAD,EDISON,CA,93220,110043809527,09,4953,562211 562212 562998,N,2,4,1.4,76.923,2,POINT (-118.7573 35.3436),0,-118.7573,35.3436
BALDWIN COUNTY SOLID WASTE,15140 COUNTY ROAD 49,SUMMERDALE,AL,36580,110010380346,04,4953 1541,562212,N,0,6,199.23,16.29,0,POINT (-87.774276 30.443309),0,-87.774276,30.443309
BARNWELL COUNTY LANDFILL,REYNOLDS RD,BARNWELL,SC,29812,110007833452,04,,562212,N,0,0,13.91,25.849,0,POINT (-81.47678000000001 33.292867),0,-81.47678,33.292867
BARRE RECYCLING & TRANSFER CENTER,72 BARRE DEPOT RD,BARRE,MA,01005,110040097864,01,,562212,N,0,2,162.55,4.966,0,POINT (-72.08074999999999 42.3886),0,-72.08075,42.3886
BARRON COUNTY WASTE TO ENERGY AND RECYCLING FACILITY,575 10 1/2 AVE,ALMENA,WI,54805,110002033834,05,,562213 562212,N,0,2,22.25,2.764,0,POINT (-92.03579999999999 45.3592),0,-92.0358,45.3592
BARSTOW SANITARY LANDFILL,32553 BARSTOW RD,BARSTOW,CA,92311,110043810944,09,4953 9511,562212 924110,N,0,3,201.78,63.843,0,POINT (-117.017655 34.837222),0,-117.017655,34.837222
BARTHOLOMEW COUNTY LANDFILL,811 EAST 450 SOUTH,COLUMBUS,IN,47201,110034154395,05,4953,562212,N,0,2,110.13,5.153,0,POINT (-85.922 39.127),0,-85.922,39.127
BARTON COUNTY HHW FACILITY,350 NE 30 RD (A),GREAT BEND,KS,67530,110044970626,07,,562212,N,0,1,30.89,12.616,0,POINT (-98.70992 38.40539),0,-98.70992,38.40539
BARTON COUNTY SANITARY LANDFILL,350 NE 30 ROAD,GREAT BEND,KS,67530,110043792054,07,4953,562212,N,0,0,28.91,13.342,0,POINT (-98.7054 38.4082),0,-98.7054,38.4082
BARTOW COUNTY LANDFILL,40 ALLATOONA DAM RD SE,CARTERSVILLE,GA,30120,110060936279,04,4911 4953,999999 562212,N,0,0,445.36,31.962,0,POINT (-84.76363000000001 34.14457),0,-84.76363,34.14457
BARTOW COUNTY MSW LANDFILL,"135 W. CHEROKEE AVENUE, SUITE",CARTERSVILLE,GA,30120,110043581905,04,4953,562212,N,0,0,805.94,34.62,0,POINT (-84.79891000000001 34.16532),0,-84.79891,34.16532
BASF CORP COATINGS & COLORANTS DIV.,36 RIVERSIDE AVENUE,RENSSELAER,NY,12144,110000324337,02,9511 2865,332813 22131 325110 325132 56291 325222 562212,N,0,0,2912.26,45.22,0,POINT (-73.749611 42.629194),0,-73.749611,42.629194
BASF CORPORATION,JENKINSVILLE & MUD POND RD.,GLENS FALLS,NY,12804,110002041745,02,,562212,N,0,2,210.33,3.97,2,POINT (-73.62067999999999 43.38595),0,-73.62068,43.38595
BASIC REMEDIATION COMPANY (BRC) CAMU,E/O PABCO RD S/O GALLERIA DR,HENDERSON,NV,89011,110043634216,09,,562212,N,3,5,0.0,0.0,3,POINT (-115.0121 36.06367),0,-115.0121,36.06367
BATH LANDFILL,11 DETRITUS DR,BATH,ME,04530,110039666073,01,4953 9511,562212,N,0,1,465.38,5.75,0,POINT (-69.81999999999999 43.94),0,-69.82,43.94
BATTLE CREEK LANDFILL,219 LANDFILL DRIVE,LURAY,VA,22835,110038101666,03,,562212,N,0,1,37.26,5.757,0,POINT (-78.586795 38.622463),0,-78.586795,38.622463
BAVARIAN TRUCKING,12764 MCCOY'S FORK ROAD,WALTON,KY,41094,110043798717,04,4953 4911,562212 562211 221118,N,0,7,262.22,5.23,1,POINT (-84.65671 38.86293),0,-84.65671,38.86293
BAY COUNTY WASTE TO ENERGY,6510 BAYLINE DR,PANAMA CITY,FL,32404,110012447076,04,4911,562219 562213 562212 562211,N,0,2,233.23,14.485,0,POINT (-85.5214 30.2656),0,-85.5214,30.2656
BAYTOWN LANDFILL,4791 TRI CITY BEACH RD,BAYTOWN,TX,77520,110030493357,06,,562212 221122 221119,N,0,2,62.66,20.842,0,POINT (-94.93064699999999 29.680398),0,-94.930647,29.680398
BAYVIEW LAND FILL,PO BOX 507,SPRINGVILLE,UT,84663,110030920751,08,4953,562212,N,0,0,22.47,18.038,0,POINT (-111.957373 39.962048),0,-111.957373,39.962048
BEAVER COUNTY CLASS I,1950 NORTH 1250 WEST,BEAVER,UT,84713,110032610217,08,4953,562212,N,0,0,122.12,14.636,0,POINT (-112.61967 38.27703),0,-112.61967,38.27703
BEAVER HILL INCINERATOR AND DISPOSAL SITE,55722 HWY 101,COQUILLE,OR,97423,110014177434,10,4953,562213 562212 562219,N,0,2,13.1,7.796,0,POINT (-124.3168 43.2078),0,-124.3168,43.2078
BEAVER OIL TREATMENT AND RECYCLING,6037 LENZ AVE,HODGKINS,IL,60525,110038120547,05,4953,562212 562219 562211 423930,N,10,3,2913.99,28.69,3,POINT (-87.85686 41.77946),0,-87.85686,41.77946
BEAZER EAST-ARCHER HEIGHTS,STATE ROUTE 2,FOLLANSBEE,WV,26037,110054876835,03,,562212,N,0,0,639.86,8.893,0,POINT (-80.59469 40.32328),0,-80.59469,40.32328
BEDFORD CNTY WASTE MGMT FAC,1060 RECYCLE RD,BEDFORD,VA,24523,110005290540,03,,562212,N,0,0,58.21,22.418,0,POINT (-79.482325 37.256434),0,-79.482325,37.256434
BEE RIDGE LANDFILL,8350 BEE RIDGE ROAD,SARASOTA,FL,34241,110001749332,04,4953,562212 562219,N,0,2,563.0,10.656,0,POINT (-82.39811 27.29864),0,-82.39811,27.29864
BEECH HOLLOW LANDFILL,28 AW LONG ROAD,WELLSTON,OH,45692,110006308548,05,4953,562212 562112,N,1,4,27.14,2.987,0,POINT (-82.465678 39.12929),0,-82.465678,39.12929
BEECHER LANDFILL,RR 1 BOX 89 GOODENOW RD,BEECHER,IL,60401,110000791590,05,4953,562212 339999,N,0,1,241.53,11.703,0,POINT (-87.63704 41.384792),0,-87.63704,41.384792
BELLEVILLE LANDFILL INC,2381 PARK ROAD,BELLEVILLE,IL,62220,110001333977,05,4953,562212,N,0,0,750.49,24.45,0,POINT (-90.01453100000001 38.486678),0,-90.014531,38.486678
BENSON VALLEY LANDFILL GEN PRT,2157 HIGHWAY 151,FRANKFORT,KY,40601,110006015702,04,4953,562212 562 562211,N,4,6,119.18,6.064,0,POINT (-84.98666 38.130462),0,-84.98666,38.130462
BENTON COUNTY SANITARY LANDFILL,7904 20TH AVE,BLAIRSTOWN,IA,52209,110018866360,07,4953,562212,N,0,0,37.83,4.981,0,POINT (-92.10147600000001 41.87732),0,-92.101476,41.87732
BERKELEY COUNTY LANDFILL,555 OAKLEY ROAD,MONCKS CORNER,SC,29461,110012142172,04,,562212 221118,N,0,4,307.71,31.878,0,POINT (-80.04206000000001 33.13181),0,-80.04206,33.13181
BERKELEY COUNTY SOLID WASTE AU,111 LANDFILL DRIVE,INWOOD,WV,25428,110041937964,03,5093,562212,N,0,0,1198.83,22.125,0,POINT (-77.94942 39.444299),0,-77.94942,39.444299
BERNARDSTON LANDFILL,NELSON RD,BERNARDSTON,MA,01337,110024298204,01,,562212,N,0,0,120.03,3.652,0,POINT (-72.53598 42.66732),0,-72.53598,42.66732
BETHLEHEM WD NO 1,,,NY,,110013100483,02,,562212,N,6,0,1242.95,11.988,4,POINT (-73.839629 42.620497),0,-73.839629,42.620497
BEULAH LANDFILL,7690 JAMESVILLE RD,PENSACOLA,FL,32526,110070114229,04,4953,562212,N,0,1,512.35,20.448,0,POINT (-87.347621 30.51285),0,-87.347621,30.51285
BEULAH SANITARY LANDFILL,6815 NEW MARKET-ELWOOD ROA,HURLOCK,MD,21643,110001297463,03,4953,562212,N,0,0,139.75,29.406,0,POINT (-75.8912 38.6695),0,-75.8912,38.6695
BFI - GLENWILLOW LANDFILL,30300 PETTIBONE ROAD,GLENWILLOW,OH,44139,110017765701,05,,562212,N,0,2,1415.22,30.376,0,POINT (-81.46377 41.356822),0,-81.46377,41.356822
BFI - WHITE OAKS LANDFILL,300 MEADOWLARK LANE,MONROE,LA,71203,110001267646,06,4953 4212,562212 562213,Y,8,4,114.18,71.034,1,POINT (-91.97568699999999 32.498754),0,-91.975687,32.498754
BFI GOLDEN TRIANGLE LANDFILL,6433 LABELLE RD,BEAUMONT,TX,77705,110033221172,06,,562212,N,0,0,96.45,54.1,0,POINT (-94.16929 29.99487),0,-94.16929,29.99487
BFI KING AND QUEEN LANDFILL,1000 IRIS RD,LITTLE PLYMOUTH,VA,23091,110001911851,03,,562212,N,0,3,13.21,21.644,0,POINT (-76.74841600000001 37.634731),0,-76.748416,37.634731
BFI MEDICAL WASTE SYSTEMS,5355 COLORADO BOULEVARD,DACONO,CO,80514,110007245579,08,4953 4959,562910 562212,N,0,1,396.38,30.219,0,POINT (-104.94216 40.07802),0,-104.94216,40.07802
"BFI MEDICAL WASTE SYSTEMS OF OHIO, INC.",9899 CHARTER PARK DRIVE,WEST CHESTER,OH,45069,110001629612,05,,562212,N,0,0,1149.01,29.403,0,POINT (-84.42377 39.30598),0,-84.42377,39.30598
BFI MEXIA LANDFILL,3048 LCR 460,MEXIA,TX,76667,110007019047,06,,562212,N,0,1,45.2,26.299,0,POINT (-96.503316 31.61294),0,-96.503316,31.61294
BFI MISSOURI CITY LANDFILL,8501 STILLHOUSE ROAD,LIBERTY,MO,64068,110000614746,07,1629 4953,562212 562211,N,0,2,36.7,9.48,0,POINT (-94.299364 39.248012),0,-94.299364,39.248012
BFI MISSOURI PASS LANDFILL,2520 ADIE ROAD                ,MARYLAND HEIGHTS                                            ,MO,63043,110017993910,07,4953 2875,562212,N,5,3,3187.36,31.485,0,POINT (-90.41549999999999 38.7042),0,-90.4155,38.7042
BFI MODERN LANDFILL INC,3521 CENTREVILLE AVENUE,BELLEVILLE,IL,62226,110034158168,05,,562212,N,0,0,588.04,22.603,0,POINT (-90.02755000000001 38.48819),0,-90.02755,38.48819
BFI OF OHIO / WILLOWCREEK LANDFILL,1043 ST RTE 225,ATWATER,OH,44201,110006108791,05,,562212 447190,N,0,1,96.89,2.43,0,POINT (-81.1046 41.0179),0,-81.1046,41.0179
BFI OLD DOMINION LANDFILL,2001 CHARLES CITY RD,RICHMOND,VA,23231,110001907866,03,4953,562212,N,0,2,1616.86,78.435,0,POINT (-77.37101199999999 37.511107),0,-77.371012,37.511107
BFI RANDOLPH LANDFILL,JOHNSON DRIVE,RANDOLPH,MA,02368,110008415465,01,9511,562212,N,0,0,1553.08,49.885,0,POINT (-71.076812 42.180149),0,-71.076812,42.180149
BFI SANITARY LANDFILL,894 MISSING LINK RD (ROUTE 5),ROCKINGHAM,VT,05101,110007330094,01,,562212,N,0,0,139.34,3.106,0,POINT (-72.439719 43.226389),0,-72.439719,43.226389
BFI SOUTHWEST LANDFILL,20700 HELIUM RD,CANYON,TX,79015,110037183268,06,,562212 326199,N,0,2,314.3,18.15,0,POINT (-101.95454 35.01422),0,-101.95454,35.01422
BFI WASTE SERVICES LLC DBA ALLIED WASTE SERVICES OF LAKE CHARLES,2500 HWY 108 S,SULPHUR,LA,70663,110007018636,06,4953,562212,N,0,0,686.72,16.843,0,POINT (-93.329722 30.215),0,-93.329722,30.215
BFI WASTE SYS OF OK LLC (PORTER LDFL),2 MI W ON HWY 51B,PORTER,OK,74454,110007164273,06,4953,562212,N,0,0,46.56,35.145,0,POINT (-95.55506 35.87682),0,-95.55506,35.87682
BFI WASTE SYS OF OK/CANADIAN VALLEY LAND,48210 INDEPENDENCE ST,SHAWNEE,OK,74804,110018859458,06,4953,562212,N,0,0,40.02,24.911,0,POINT (-96.803468 35.347587),0,-96.803468,35.347587
BFI WASTE SYSTEMS OF ARKANSAS,3817 MABELVALE PIKE,LITTLE ROCK,AR,72204,110031482009,06,4953,562212,N,0,2,2175.56,75.521,0,POINT (-92.33253000000001 34.71411),0,-92.33253,34.71411
BFI WASTE SYSTEMS OF LOUISIANA LLC - COLONIAL LANDFILL,5328 HIGHWAY 70,SORRENTO,LA,70778,110013981824,06,4953,562212,Y,6,4,91.46,33.87,2,POINT (-90.87287499999999 30.149365),0,-90.872875,30.149365
"BFI WASTE SYSTEMS OF MISSISSIPPI LLC, BIG RIVER LANDFILL",52 LANDFILL ROAD,LELAND,MS,38756,110002214185,04,4953,562212,N,3,3,78.9,50.81,0,POINT (-90.960639 33.406278),0,-90.960639,33.406278
"BFI WASTE SYSTEMS OF MISSISSIPPI LLC, LITTLE DIXIE LANDFILL",1716 N COUNTY LINE RD,RIDGELAND,MS,39157,110002221989,04,4953 4950,562212 999999,N,0,4,130.27,93.743,1,POINT (-90.24325 32.410444),0,-90.24325,32.410444
BFI WASTE SYSTEMS OF NA INC,"8290 N. ILLINOIS, ROUTE 251",DAVIS JUNCTION,IL,61020,110001305613,05,4911,221112 562211 562212,N,0,2,67.22,8.14,0,POINT (-89.08629999999999 42.14359),0,-89.0863,42.14359
BFI WASTE SYSTEMS OF NA LLC-MALLARD LAKE LANDFILL,26W580 SCHICK RD,HANOVER PARK,IL,60133,110063231738,05,4953,562212,N,0,2,3404.45,34.625,0,POINT (-88.144845 41.951879),0,-88.144845,41.951879
BFI WASTE SYSTEMS OF NORTH AMERICA INC,IL 158 @ MINE HAUL RD,BELLEVILLE,IL,62223,110018095586,05,4953,562212,N,0,2,571.62,21.662,0,POINT (-90.03242899999999 38.490874),0,-90.032429,38.490874
BFI WASTE SYSTEMS OF NORTH AMERICA INC,5590 E 55TH AVE,COMMERCE CITY,CO,80022,110001725615,08,4953,562212,N,12,0,1942.73,75.249,0,POINT (-104.92316 39.79677),0,-104.92316,39.79677
"BFI WASTE SYSTEMS OF NORTH AMERICA, LLC - CHARLES CITY RD LANDFILL",2325 CHARLES CITY ROAD,RICHMOND,VA,23231,110001895487,03,,221112 562212 92411 54133 42181,N,0,1,1391.33,75.879,0,POINT (-77.36141000000001 37.50923),0,-77.36141,37.50923
"BFI WASTE SYSTEMS OF NORTH AMERICA, LLC, SOUTH SHELBY LANDFILL",5494 MALONE ROAD,MEMPHIS,TN,38118,110022884887,04,4953,562212 562,N,0,6,487.0,58.871,0,POINT (-89.906724 34.999213),0,-89.906724,34.999213
"BFI WASTE SYSTEMS OF NORTH AMERICA, LLC.",2020 LAUBSCHER RD,EVANSVILLE,IN,47720,110009390701,05,4953,562212,N,0,2,973.32,5.839,0,POINT (-87.59124199999999 38.040318),0,-87.591242,38.040318
"BFI WASTE SYSTEMS OF TENNESSEE, LLC - MIDDLE POINT LANDFILL",750 E. JEFFERSON PIKE,MURFREESBORO,TN,37130,110001864518,04,4953 1422 4911 1411,562212 221112,N,1,7,413.97,14.988,0,POINT (-86.361929 35.941993),0,-86.361929,35.941993
BFI WASTE TESSMAN ROAD LANDFILL,7790 TESSMAN ROAD,SAN ANTONIO,TX,78227,110002371781,06,,562212 562211,N,0,2,676.82,78.529,0,POINT (-98.33358 29.43186),0,-98.33358,29.43186
BFI-RIO GRANDE VALLEY REGIONAL LANDFILL,FM 493 AND MILE 12 RD,DONNA,TX,78537,110031220042,06,,562212 562211,N,0,0,792.47,97.509,0,POINT (-98.029 26.227),0,-98.029,26.227
BI-COUNTY SOLID WASTE MANAGEMENT SYSTEM,3212 DOVER RD,WOODLAWN,TN,37191,110013961686,04,4953,562212 562213,N,1,3,73.31,11.929,0,POINT (-87.54235 36.538),0,-87.54235,36.538
BIG RUN LANDFILL,1837 RIVER CITIES DR,ASHLAND,KY,41102,110041417918,04,4953,562211 562212,N,8,3,96.51,2.032,0,POINT (-82.75861 38.37327),0,-82.75861,38.37327
BIG RUN LANDFILL,2644 FLINT RIDGE RD,CLAYHOLE,KY,41317,110010840947,04,1221 1629,212111 562212,N,0,6,14.06,1.626,3,POINT (-83.220947 37.485811),0,-83.220947,37.485811
BIGFOOT RUN SANITARY LANDFILL,2420 MASON MORROW MILLGROVE RD,MORROW,OH,45152,110006263248,05,,562212,N,0,0,515.69,6.118,0,POINT (-84.16881600000001 39.36463),0,-84.168816,39.36463
BILLINGS CITY LANDFILL,5240 JELLISON ROAD 4 1/2 MI S.,BILLINGS,MT,59101,110013946766,08,4953,562212,N,0,0,181.29,14.397,0,POINT (-108.55 45.7181),0,-108.55,45.7181
BIO ENERGY (ALABAMA) LLC,3345 COUNTY ROAD 209,COLLINSVILLE,AL,35691,110046100802,04,4953,562212,N,0,3,26.0,29.059,0,POINT (-85.84695499999999 34.347541),0,-85.846955,34.347541
BIO ENERGY (ILLINOIS) LLC,701 GREEN BAY RD,ZION,IL,60099,110012153828,05,4953,562212,N,1,1,923.15,44.163,1,POINT (-87.88342 42.48039),0,-87.88342,42.48039
BISMARCK HHW COLLECTION CENTER,2111 N 52ND ST,BISMARCK,ND,58503,110037427344,08,,562212,N,0,1,475.0,5.225,0,POINT (-100.70968 46.83139),0,-100.70968,46.83139
BJ SANITARY LANDFILL & RECYCLIHG CENTER,6461 CORLEY RD,NORCROSS,GA,30071,110013576772,04,4212 4953,562212,N,0,5,3110.96,77.437,0,POINT (-84.23611 33.93222),0,-84.23611,33.93222
BKK CORP,2210 S. AZUSA AVENUE,WEST COVINA,CA,91792,110000782840,09,4953,562212 562211 562920,N,0,6,5866.74,88.889,1,POINT (-117.902294 34.036441),0,-117.902294,34.036441
BLACK HAWK COUNTY SANITARY LANDFILL,1509 EAST WASHBURN ROAD,WATERLOO,IA,50701,110009362732,07,4953 9511,562212 562211,N,12,3,170.63,6.089,0,POINT (-92.32886999999999 42.41399),0,-92.32887,42.41399
BLACK OAK LANDFILL,5054 HIGHWAY HH,HARTVILLE,MO,65667,110014003531,07,1629 4953 4931,562212 238910 221118,N,2,5,24.48,4.672,0,POINT (-92.4584 37.2413),0,-92.4584,37.2413
BLACK WARRIOR SOLID WASTE DISPOSAL AUTHORITY,3301 LANDFILL DR,COKER,AL,35452,110012168652,04,4953 9511,562212,N,1,6,229.98,28.044,0,POINT (-87.65326 33.23925),0,-87.65326,33.23925
BLACKBURN SANITARY LANDFILL,3993 ROCKY FORD RD,NEWTON,NC,28658,110001499664,04,4953,562212 562213,N,0,6,106.25,14.857,0,POINT (-81.30737999999999 35.60606),0,-81.30738,35.60606
BLACKFOOT RECYCLING & DISPOSAL FACILITY,3726 E SR 64,WINSLOW,IN,47598,110001678033,05,4953 5093,562212,N,0,5,32.56,2.025,0,POINT (-87.205988 38.324402),0,-87.205988,38.324402
BLAINE COUNTY LANDFILL,110 OHIO GULCH RD,HAILEY,ID,83333,110007516027,10,,562212,N,0,0,49.35,4.142,0,POINT (-114.306533 43.590975),0,-114.306533,43.590975
BLAYLOCK AND BROWN CONSTRUCTION,00 BRAY STATION ROAD,COLLIERVILLE,TN,38017,110010369350,04,4953,562212,N,0,3,1292.83,16.098,0,POINT (-89.70515 35.06458),0,-89.70515,35.06458
BLISS CLEARING NIAGARA,1004 EAST STATE STREET,HASTINGS,MI,49058,110003583177,05,3542,333512 333513 562212,N,0,0,352.16,4.632,0,POINT (-85.27385 42.64216),0,-85.27385,42.64216
BLUE EARTH COUNTY/PONDEROSA SANITARY LANDFILL,20028 GOOSEBERRY LANE,MANKATO,MN,56001,110060525846,05,,562212,N,0,0,81.44,3.636,0,POINT (-94.08655 44.122932),0,-94.08655,44.122932
BLUE HILL PLAZA,ONE BLUE HILL PLAZA,PEARL RIVER,NY,10965,110001584492,02,6512,221112 221210 562212,N,0,1,2329.31,19.477,0,POINT (-74.00866000000001 41.04814),0,-74.00866,41.04814
BLUE RIDGE LANDFILL,2200 FM 521,FRESNO,TX,77545,110033518076,06,,562212,N,0,2,1485.03,85.546,0,POINT (-95.441863 29.555893),0,-95.441863,29.555893
BLUESTEM LANDFILL #1 / CEDAR RAPIDS,2250 A STREET SOUTHWEST,CEDAR RAPIDS,IA,52404,110002439601,07,4953,562212,N,0,0,335.64,5.801,0,POINT (-91.556144 42.085004),0,-91.556144,42.085004
BLUFF ROAD LANDFILL,6001 BLUFF RD,LINCOLN,NE,68517,110001515129,07,9999,562212 924110,N,0,5,36.77,6.686,0,POINT (-96.6408 40.9147),0,-96.6408,40.9147
BLYDENBURGH ROAD LANDFILL,440 BLYDENBURGH RD,ISLIP,NY,11751,110019605408,02,4953,562212,N,0,2,3156.24,39.591,0,POINT (-73.1829 40.8178),0,-73.1829,40.8178
BLYTHE SANITARY LANDFILL,1000 MIDLAND RD,BLYTHE,CA,92225,110012694478,09,4953,562212,N,0,0,0.07,0.0,0,POINT (-114.71591 33.78822),0,-114.71591,33.78822
BOBMEYER ROAD SANITARY LANDFILL,2841 BOBMEYER RD,FAIRFIELD,OH,45014,110006350117,05,,562212,N,0,0,2263.21,23.719,0,POINT (-84.5311 39.3595),0,-84.5311,39.3595
BOLTON LANDFILL,95 FORBUSH MILL RD,BOLTON,MA,01740,110003477577,01,,562212 92111,N,0,1,547.6,15.443,0,POINT (-71.64113999999999 42.44591),0,-71.64114,42.44591
BOND COUNTY LANDFILL INC,900 W WILLARD ST,GREENVILLE,IL,62246,110018058643,05,4953,562212,N,0,0,276.85,20.636,0,POINT (-89.429981 38.883287),0,-89.429981,38.883287
BOND ROAD LANDFILL,11425 BOND ROAD,HARRISON,OH,45030,110007718461,05,4953,562212,N,1,4,410.05,2.324,0,POINT (-84.816 39.206666),0,-84.816,39.206666
BONDIS ISLAND LANDFILL,M STREET EXTENSION,AGAWAM,MA,01001,110012166440,01,9999,562212,N,0,0,4773.01,57.333,0,POINT (-72.59748 42.09104),0,-72.59748,42.09104
BONUS TECH INC,8575 NW 79TH AVE # D,MEDLEY,FL,33166,110024250022,04,,336412 562212 562211 54171,N,0,0,6916.39,94.059,0,POINT (-80.325306 25.849833),0,-80.325306,25.849833
BONZI SANITARY LANDFILL,2650 WEST HATCH ROAD,MODESTO,CA,95358,110013818789,09,,562998 562212 562 4841,N,0,0,1867.07,79.637,0,POINT (-121.041 37.60956),0,-121.041,37.60956
BOONE CNTY SANITARY LANDFILL,1268 224TH LN,BOONE,IA,50036,110013926528,07,4953,562212,N,0,0,276.11,4.943,0,POINT (-93.91905 42.02993),0,-93.91905,42.02993
BOONE COUNTY & BELVIDERE MUNICIPAL LANDFILL 2,9771 ILLINOIS ROUTE 76,BELVIDERE,IL,61008,110018370467,05,4953,562212,N,0,0,624.53,30.071,0,POINT (-88.8522 42.29627),0,-88.8522,42.29627
BORAL MATERIAL TECHNOLOGIES INC.,9000 EAST 90TH AVENUE,HENDERSON,CO,80640,110001429696,08,4953,562212,N,0,2,741.95,61.89,0,POINT (-104.8819 39.86004),0,-104.8819,39.86004
BOULDER CITY DISPOSAL,2500 UTAH STREET,BOULDER CITY,NV,89005,110059823696,09,4953,562212,N,0,0,539.74,12.069,0,POINT (-114.81455 35.9646),0,-114.81455,35.9646
BOULDER LANDFILL,1600 S 66TH ST,BOULDER,CO,80303,110001389934,08,4953,562212,N,0,0,663.37,16.764,0,POINT (-105.20126 39.950304),0,-105.20126,39.950304
BOUNTIFUL SANITARY LANDFILL,1300 W 1600 N,WEST BOUNTIFUL,UT,84087,110012148318,08,4953,562212,N,0,6,1791.63,9.953,0,POINT (-111.919406 40.912752),0,-111.919406,40.912752
BOURBON COUNTY LANDFILL,210 S NATIONAL AVE,FORT SCOTT,KS,66701,110013983449,07,,562212,N,0,0,335.12,10.199,0,POINT (-94.70732099999999 37.839727),0,-94.707321,37.839727
BOURNE LANDFILL & TRANSFER STATION,201 MACARTHUR BLVD,BOURNE,MA,02532,110024370919,01,4953,562212,N,0,0,478.14,6.963,0,POINT (-70.58375700000001 41.731171),0,-70.583757,41.731171
BOX ELDER COUNTY LANDFILL,9595 WEST 6800 NORTH,TREMONTON,UT,84337,110032599739,08,4953,562212,N,0,0,275.04,15.332,0,POINT (-112.17997 41.68138),0,-112.17997,41.68138
"BOYAS EXCAVATING, INC.",11311 ROCKSIDE ROAD,VALLEY VIEW,OH,44125,110004703492,05,,562119 562212,N,0,0,1860.29,40.013,0,POINT (-81.606444 41.394221),0,-81.606444,41.394221
BOZEMAN SANITARY LANDFILL,2143 STORY MILL ROAD,BOZEMAN,MT,59715,110028112405,08,4953 4212 2875,562212,Y,1,0,492.88,6.566,0,POINT (-111.026611 45.717222),0,-111.026611,45.717222
BRADLEY COUNTY LANDFILL,82 LANDFILL ROAD,MCDONALD,TN,37353,110013962578,04,4953,562212,N,0,4,117.61,5.854,0,POINT (-84.981919 35.116574),0,-84.981919,35.116574
BRADLEY LANDFILL & RECYCLING CENTER,9227 TUJUNGA AVENUE,SUN VALLEY,CA,91352,110009544500,09,4953,562212,N,0,4,6205.41,85.33,0,POINT (-118.3846 34.2394),0,-118.3846,34.2394
BRANFORD TRASH SITE LANDFILL,26801 STATE RD 247,BRANFORD,FL,32008,110013945810,04,,61111 562212,N,0,0,64.29,16.462,0,POINT (-82.91803 29.96284),0,-82.91803,29.96284
BRANTLEY COUNTY BOARD OF COMMISSIONERS,SMYRNA CHURCH ROAD,NAHUNTA,GA,31553,110013933388,04,1499,562212,N,0,0,70.51,14.1,0,POINT (-82.008138 31.191973),0,-82.008138,31.191973
BRENT RUN LANDFILL,8247 VIENNA ROAD,MONTROSE,MI,48457,110001848305,05,,562212,N,1,3,255.71,6.227,0,POINT (-83.839145 43.173752),0,-83.839145,43.173752
BREVARD COUNTY HHW COLLECTION CENTER,3379 SARNO RD,MELBOURNE,FL,32934,110020527330,04,4953,562111 562212,N,0,0,1510.53,18.022,0,POINT (-80.68604999999999 28.12104),0,-80.68605,28.12104
